UMAP1,UMAP2,Hour,Arrest,Time_Period
10.826102,12.1149,19,True,Night (6PM-6AM)
10.219737,4.666563,11,False,Day (6AM-6PM)
12.586217,11.410424,12,False,Day (6AM-6PM)
13.329131,4.5089555,23,True,Night (6PM-6AM)
12.538114,10.731396,19,True,Night (6PM-6AM)
-3.4254704,4.566325,23,True,Night (6PM-6AM)
7.6994705,8.432066,1,False,Night (6PM-6AM)
-3.787987,3.0881035,22,False,Night (6PM-6AM)
-1.3798286,7.8459034,0,True,Night (6PM-6AM)
-2.2082882,4.034517,11,False,Day (6AM-6PM)
10.815212,10.109371,14,True,Day (6AM-6PM)
12.10934,4.1372895,17,False,Day (6AM-6PM)
-4.2595487,5.271731,19,False,Night (6PM-6AM)
11.161424,1.1083504,18,False,Night (6PM-6AM)
10.078437,2.6374302,8,False,Day (6AM-6PM)
10.128774,10.600259,14,False,Day (6AM-6PM)
15.079464,3.149633,14,False,Day (6AM-6PM)
9.724538,1.4910519,10,True,Day (6AM-6PM)
14.563035,4.1649766,14,False,Day (6AM-6PM)
15.504755,6.2724805,18,False,Night (6PM-6AM)
12.409383,-0.2670282,23,False,Night (6PM-6AM)
12.411876,-0.93802047,15,True,Day (6AM-6PM)
13.79404,8.463327,22,True,Night (6PM-6AM)
-1.7275773,8.065325,3,False,Night (6PM-6AM)
10.158388,8.351607,11,False,Day (6AM-6PM)
-1.9346237,5.975232,1,False,Night (6PM-6AM)
-1.6984909,4.000703,5,False,Night (6PM-6AM)
11.25769,4.7537913,9,False,Day (6AM-6PM)
8.4506035,8.552404,10,True,Day (6AM-6PM)
-2.1673625,6.7969165,6,True,Day (6AM-6PM)
12.6799,0.5254399,12,False,Day (6AM-6PM)
9.086648,1.8914294,11,False,Day (6AM-6PM)
13.403823,1.5498551,23,False,Night (6PM-6AM)
13.965521,-0.2606791,17,False,Day (6AM-6PM)
10.208825,5.465084,1,True,Night (6PM-6AM)
8.822242,1.4037272,9,False,Day (6AM-6PM)
8.958009,4.4664755,6,True,Day (6AM-6PM)
